,Unnamed: 0,identificativo,fondo,serie,collocazione,copia,collocazione_antica,recto,data,notaio,data_i,data_f,is_digitized,fondo_serie
3308,3308,SNCVe Pergamene 433,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,433,Originale,CCCCC 1 2,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_433r.tif,1035 02 15,Arderadus notarius atque iudex sacri palacii,1035 02 15,,&#9989;,SNCVe Pergamene
3309,3309,SNCVe Pergamene 434,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,434,Copia 1477,CCCCC 1 3,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_434r.tif,1037 03 08,Iohannes archipresbiter,1037 03 08,,&#9989;,SNCVe Pergamene
3310,3310,SNCVe Pergamene 435,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,435,Originale,CCCCC 1 4,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_435r.tif,1096 06 25,Bonefacius notarius,1096 06 25,,&#9989;,SNCVe Pergamene
3311,3311,SNCVe Pergamene 436,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,436,Originale,CCCCC 1 5,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_436r.tif,1107 12 01,Amelricus notarius,1107 12 01,,&#9989;,SNCVe Pergamene
3312,3312,SNCVe Pergamene 437,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,437,Originale,CCCCC 1 6,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_437r.tif,1109 07 07,Amelricus notarius,1109 07 07,,&#9989;,SNCVe Pergamene
3313,3313,SNCVe Pergamene 438,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,438,Originale,CCCCC 1 8,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_438r.tif,1140 08 05,Conradus notarius,1140 08 05,,&#9989;,SNCVe Pergamene
3314,3314,SNCVe Pergamene 439,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,439,Originale,CCCCC 1 9,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_439r.tif,1145 03 13,Conradus notarius,1145 03 13,,&#9989;,SNCVe Pergamene
3315,3315,SNCVe Pergamene 440,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,440,Originale,CCCCC 1 10,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_440r.tif,1160 08 28,Vitalis notarius sacri palacii,1160 08 28,,&#9989;,SNCVe Pergamene
3316,3316,SNCVe Pergamene 441,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,441,Originale,CCCCC 1 11,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_441r.tif,1165 09 10 ,Vitalis notarius sacri palacii,1165 09 10 ,,&#9989;,SNCVe Pergamene
3316,3316,SNCVe Pergamene 441,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,441,Originale,CCCCC 1 11,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_441r.tif, 1165 09 14 ,, 1165 09 14 ,,&#9989;,SNCVe Pergamene
3316,3316,SNCVe Pergamene 441,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,441,Originale,CCCCC 1 11,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_441r.tif, 1165 12 13,, 1165 12 13,,&#9989;,SNCVe Pergamene
3317,3317,SNCVe Pergamene 442,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,442,Originale,CCCCC 1 12,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_442r.tif,1165 12 30,Lafrancus notarius sacri palacii,1165 12 30,,&#9989;,SNCVe Pergamene
3318,3318,SNCVe Pergamene 443,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,443,Originale,CCCCC 1 13,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_443r.tif,1173 04 10,Mulinarius comitis Bonifacii notarius,1173 04 10,,&#9989;,SNCVe Pergamene
3319,3319,SNCVe Pergamene 444,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,444,Originale,CCCCC 1 14,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_444r.tif,1188 07 28,Gambarinus Federici imperatoris notarius,1188 07 28,,&#9989;,SNCVe Pergamene
3320,3320,SNCVe Pergamene 445,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,445,Copia coeva,CCCCC 1 15,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_445r.tif,1188 09 15,Diploma imperiale,1188 09 15,,&#9989;,SNCVe Pergamene
3321,3321,SNCVe Pergamene 446,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,446,Originale,CCCCC 2 1,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_446r.tif,1195 06 09,Robertus sacri palacii notarius,1195 06 09,,&#9989;,SNCVe Pergamene
3322,3322,SNCVe Pergamene 447,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,447,Originale,CCCCC 2 2,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_447r.tif,1196 08 15,Bonumsignum domini regis Henrici notarius,1196 08 15,,&#9989;,SNCVe Pergamene
3323,3323,SNCVe Pergamene 448,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,448,Originale,CCCCC 2 3,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_448r.tif,1196 08 27,Gerardus regalis aule notarius,1196 08 27,,&#9989;,SNCVe Pergamene
3324,3324,SNCVe Pergamene 449,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,449,Originale,CCCCC 2 4,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_449r.tif,1196 08 28,Gerardus regalis aule notarius,1196 08 28,,&#9989;,SNCVe Pergamene
3325,3325,SNCVe Pergamene 450,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,450,"Niger domini Enrici imperatoris notarius, copia XII secolo",CCCCC 2 5,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_450r.tif,1196 09 03,Rugerinus sacri palacii notarius et a domino Federico imperatore confirmatus,1196 09 03,,&#9989;,SNCVe Pergamene
3326,3326,SNCVe Pergamene 451,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,451,Originale,CCCCC 2 6,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_451r.tif,1198 12 17,Bonawisa domini Federici Romanorum imperatoris notarius,1198 12 17,,&#9989;,SNCVe Pergamene
3327,3327,SNCVe Pergamene 452,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,452,Originale,CCCCC 2 7,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_452r.tif,1198 12 19,Petrus domini Federici imperatoris notarius,1198 12 19,,&#9989;,SNCVe Pergamene
3328,3328,SNCVe Pergamene 453,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,453,Originale,CCCCC 2 8,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_453r.tif,1199 01 21,Adellardus notarius domini Federici imperatoris,1199 01 21,,&#9989;,SNCVe Pergamene
3329,3329,SNCVe Pergamene 535,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,535,Originale,G 1 1,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_535r.tif,1084 06 12,Albericus qui Bonefacius notarius,1084 06 12,,&#9989;,SNCVe Pergamene
3330,3330,SNCVe Pergamene 536,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,536,Originale,G 1 2,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_536r.tif,1130 12 08,Chonradus notarius domini imperatoris,1130 12 08,,&#9989;,SNCVe Pergamene
3331,3331,SNCVe Pergamene 537,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,537,Originale,G 1 3,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_537r.tif,1144 03 14,Rethaldus notarius,1144 03 14,,&#9989;,SNCVe Pergamene
3332,3332,SNCVe Pergamene 538,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,538,Originale,G 1 4,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_538r.tif,1198 02 04,Tosabecus domini Henrici inperatoris notarius,1198 02 04,,&#9989;,SNCVe Pergamene
3333,3333,SNCVe Pergamene 539,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,539,Originale,G 1 5,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_539r.tif,1198 02 04,[…] domini Henrici imperatoris notarius,1198 02 04,,&#9989;,SNCVe Pergamene
3334,3334,SNCVe Pergamene 541,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,541,Falso di XIV secolo,"I, 1 1",/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_541r.tif,0873 09 00,Diploma imperiale,0873 09 00,,&#9989;,SNCVe Pergamene
3335,3335,SNCVe Pergamene 542,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,542,Copia 1283,"I, 1 2",/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_542r.tif,0996 11 23,Eribertus iudex et notarius domini imperatoris,0996 11 23,,&#9989;,SNCVe Pergamene
3336,3336,SNCVe Pergamene 543,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,543,Originale,"I, 1 3",/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_543r.tif,1098 01 27,Raimbertus notarius,1098 01 27,,&#9989;,SNCVe Pergamene
3337,3337,SNCVe Pergamene 544,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,544,Originale,"I, 1 4",/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_544r.tif,1143 03 06,Albertus notarius,1143 03 06,,&#9989;,SNCVe Pergamene
3338,3338,SNCVe Pergamene 545,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,545,Originale,"I, 1 5",/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_545r.tif,1170 04 07,Lafrancus notarius sacri palacii,1170 04 07,,&#9989;,SNCVe Pergamene
3339,3339,SNCVe Pergamene 546,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,546,Originale,"I, 2 1",/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_546r.tif,1172 03 12,Lafrancus notarius sacri palacii,1172 03 12,,&#9989;,SNCVe Pergamene
3340,3340,SNCVe Pergamene 547,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,547,Originale,"I, 1 6",/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_547r.tif,1172 08 28,Conradus notarius sacri palacii,1172 08 28,,&#9989;,SNCVe Pergamene
3341,3341,SNCVe Pergamene 548,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,548,Originale,"I, 1 7",/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_548r.tif,1174 02 14,Lafrancus notarius sacri palacii,1174 02 14,,&#9989;,SNCVe Pergamene
3342,3342,SNCVe Pergamene 549,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,549,Originale,"I, 1 8",/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_549r.tif,1168 11 08,Madius vicarii Federici imperatoris notarius,1168 11 08,,&#9989;,SNCVe Pergamene
3343,3343,SNCVe Pergamene 550,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,550,Originale,"I, 1 9",/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_550r.tif,1198 04 19,Madius vicarii Federici imperatoris notarius,1198 04 19,,&#9989;,SNCVe Pergamene
3344,3344,SNCVe Pergamene 626,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,626,Originale,L 1 1,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_626r.tif,1035 01 30,Gauselmo notarius,1035 01 30,,&#9989;,SNCVe Pergamene
3345,3345,SNCVe Pergamene 627,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,627,Originale,L 1 2,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_627r.tif,1081 01 31,Amelricus notarius,1081 01 31,,&#9989;,SNCVe Pergamene
3346,3346,SNCVe Pergamene 628,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,628,Originale,L 1 3,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_628r.tif,1082 12 08,Amelricus notarius,1082 12 08,,&#9989;,SNCVe Pergamene
3347,3347,SNCVe Pergamene 629,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,629,Originale,L 1 4,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_629r.tif,1100 01 01,Amelricus notarius,1100 01 01,,&#9989;,SNCVe Pergamene
3348,3348,SNCVe Pergamene 630,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,630,Originale,L 1 5,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_630r.tif,1102 02 11,Trasmundus notarius,1102 02 11,,&#9989;,SNCVe Pergamene
3349,3349,SNCVe Pergamene 631,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,631,Originale,L 1 6,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_631r.tif,1103 07 28,Amelricus notarius,1103 07 28,,&#9989;,SNCVe Pergamene
3350,3350,SNCVe Pergamene 632,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,632,Originale,L 1 7,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_632r.tif,1107 04 21,Atto non convalidato,1107 04 21,,&#9989;,SNCVe Pergamene
3351,3351,SNCVe Pergamene 633,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,633,Originale,L 1 8,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_633r.tif,1129 03 05,Bonifacius notarius,1129 03 05,,&#9989;,SNCVe Pergamene
3352,3352,SNCVe Pergamene 634,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,634,Originale,L 1 9,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_634r.tif,1135 02 23,Atto non convalidato,1135 02 23,,&#9989;,SNCVe Pergamene
3353,3353,SNCVe Pergamene 635,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,635,Originale,L 1 10,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_635r.tif,1138 05 29 ,Ubertus notarius,1138 05 29 ,,&#9989;,SNCVe Pergamene
3353,3353,SNCVe Pergamene 635,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,635,Originale,L 1 10,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_635r.tif, 1138 05 29,, 1138 05 29,,&#9989;,SNCVe Pergamene
3354,3354,SNCVe Pergamene 636,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,636,Originale,L 1 11,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_636r.tif,1138 08 10,Non determinabile (lacuna),1138 08 10,,&#9989;,SNCVe Pergamene
3355,3355,SNCVe Pergamene 637,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,637,Originale,L 1 12,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_637r.tif,1139 03 15,Trasmundus notarius,1139 03 15,,&#9989;,SNCVe Pergamene
3356,3356,SNCVe Pergamene 638,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,638,Originale,L 1 13,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_638r.tif,1144 04 06,Ubertus notarius,1144 04 06,,&#9989;,SNCVe Pergamene
3357,3357,SNCVe Pergamene 639,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,639,Originale,L 1 14,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_639r.tif,1145 04 23,Ubertus notarius,1145 04 23,,&#9989;,SNCVe Pergamene
3358,3358,SNCVe Pergamene 640,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,640,Originale,L 1 15,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_640r.tif,1146 01 08 ,Ubertus notarius,1146 01 08 ,,&#9989;,SNCVe Pergamene
3358,3358,SNCVe Pergamene 640,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,640,Originale,L 1 15,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_640r.tif, 1146 01 08,, 1146 01 08,,&#9989;,SNCVe Pergamene
3359,3359,SNCVe Pergamene 641,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,641,Originale,L 2 1,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_641r.tif,1147 08 20,Ubertus notarius,1147 08 20,,&#9989;,SNCVe Pergamene
3360,3360,SNCVe Pergamene 642,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,642,Originale,L 2 2,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_642r.tif,1148 12 26,Oddo notarius,1148 12 26,,&#9989;,SNCVe Pergamene
3361,3361,SNCVe Pergamene 643,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,643,Originale,L 2 3,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_643r.tif,1155 04 17,Vitalis notarius sacri palacii,1155 04 17,,&#9989;,SNCVe Pergamene
3362,3362,SNCVe Pergamene 644,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,644,Originale,L 2 4,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_644r.tif,1177 04 08,Conradus sacri palacii notarius,1177 04 08,,&#9989;,SNCVe Pergamene
3363,3363,SNCVe Pergamene 645,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,645,Originale,L 2 5,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_645r.tif,1179 07 29,Zennarinus sacri palatii notarius,1179 07 29,,&#9989;,SNCVe Pergamene
3364,3364,SNCVe Pergamene 646,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,646,Originale,L 2 6,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_646r.tif,1183 12 28,Mulinarius comitis Bonifacii notarius,1183 12 28,,&#9989;,SNCVe Pergamene
3365,3365,SNCVe Pergamene 647,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,647,Originale,L 2 7,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_647r.tif,1192 01 28,Ventura Frederici imperatoris notarius,1192 01 28,,&#9989;,SNCVe Pergamene
3366,3366,SNCVe Pergamene 648,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,648,Originale,L 2 8,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_648r.tif,1192 04 12,Artusius domini imperatoris Federici notarius,1192 04 12,,&#9989;,SNCVe Pergamene
3367,3367,SNCVe Pergamene 649,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,649,Originale,L 2 9,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_649r.tif,1193 04 05,Ionas sacri palacii et inperatoris Federici notarius,1193 04 05,,&#9989;,SNCVe Pergamene
3368,3368,SNCVe Pergamene 650,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,650,Originale,L 2 10,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_650r.tif,1198 05 22,Niger domini Federici imperatoris notarius,1198 05 22,,&#9989;,SNCVe Pergamene
3369,3369,SNCVe Pergamene 756,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,756,Originale,LL 1 2,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_756r.tif,1176 09 02,Paciolus sacri palacii notarius,1176 09 02,,&#9989;,SNCVe Pergamene
3370,3370,SNCVe Pergamene 757,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,757,Originale,LL 1 3,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_757r.tif,1184 05 22,Clarinbaldinus sacri palacii notarius,1184 05 22,,&#9989;,SNCVe Pergamene
3371,3371,SNCVe Pergamene 758,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,758,Copia XIII secolo non autenticata,LL 1 4,n.d.,1186 11 02,Guilelmus de Berrega civis vicentini notarius domini Federici imperatoris Romanorum,1186 11 02,,No,SNCVe Pergamene
3372,3372,SNCVe Pergamene 759,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,759,Copia XIII secolo non autenticata,LL 1 5,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_759r.tif,1186 11 02,Guilelmus de Berrega civis vicentini notarius domini Federici imperatoris Romanorum,1186 11 02,,&#9989;,SNCVe Pergamene
3373,3373,SNCVe Pergamene 760,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,760,Originale,LL 1 6,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_760r.tif,1194 06 15,Ventura sacri palacii notarius,1194 06 15,,&#9989;,SNCVe Pergamene
3374,3374,SNCVe Pergamene 761,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,761,Originale,LL 1 7,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_761r.tif,1195 06 09,Artusius domini imperatoris Federici notarius,1195 06 09,,&#9989;,SNCVe Pergamene
3375,3375,SNCVe Pergamene 800,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,800,Originale,LL 4 1,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_800r.tif,1115 02 25,Amelricus notarius,1115 02 25,,&#9989;,SNCVe Pergamene
3376,3376,SNCVe Pergamene 801,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,801,Originale,LL 4 2,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_801r.tif,1115 02 25,Amelricus notarius,1115 02 25,,&#9989;,SNCVe Pergamene
3377,3377,SNCVe Pergamene 802,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,802,Originale,LL 4 3,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_802r.tif,1115 03 09,Martinus notarius,1115 03 09,,&#9989;,SNCVe Pergamene
3378,3378,SNCVe Pergamene 803,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,803,Originale,LL 4 4,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_803r.tif,1115 05 20,Martinus notarius,1115 05 20,,&#9989;,SNCVe Pergamene
3379,3379,SNCVe Pergamene 804,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,804,Originale,LL 4 5,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_804r.tif,1115 05 23,Martinus notarius,1115 05 23,,&#9989;,SNCVe Pergamene
3380,3380,SNCVe Pergamene 805,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,805,Originale,LL 4 6,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_805r.tif,1115 08 05,Martinus notarius,1115 08 05,,&#9989;,SNCVe Pergamene
3381,3381,SNCVe Pergamene 806,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,806,Originale,LL 4 7,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_806r.tif,1118 01 22,Amelricus notarius,1118 01 22,,&#9989;,SNCVe Pergamene
3382,3382,SNCVe Pergamene 807,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,807,Originale,LL 4 8,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_807r.tif,1118 01 22,Amelricus notarius,1118 01 22,,&#9989;,SNCVe Pergamene
3383,3383,SNCVe Pergamene 808,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,808,Originale,LL 4 9,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_808r.tif,1145 11 19,Odelricus notarius,1145 11 19,,&#9989;,SNCVe Pergamene
3384,3384,SNCVe Pergamene 814,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,814,Originale,M 1 3,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_814r.tif,1134 05 11,Trasmundus notarius,1134 05 11,,&#9989;,SNCVe Pergamene
3385,3385,SNCVe Pergamene 815,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,815,Originale,M 1 2,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_815r.tif,1142 02 26,Zeno notarius,1142 02 26,,&#9989;,SNCVe Pergamene
3386,3386,SNCVe Pergamene 816,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,816,Originale,M 1 4,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_816r.tif,1146 04 12,Ubertus notarius,1146 04 12,,&#9989;,SNCVe Pergamene
3387,3387,SNCVe Pergamene 817,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,817,Originale,M 1 5,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_817r.tif,1158 05 07 ,Marchio notarius sacri palacii,1158 05 07 ,,&#9989;,SNCVe Pergamene
