,Unnamed: 0,identificativo,fondo,serie,collocazione,copia,collocazione_antica,recto,data,notaio,data_i,data_f,is_digitized,fondo_serie
3225,3225,SSAp Pergamene 95,Santi Apostoli,Pergamene,95,Originale,IX VII,/~andrea/iipzoom/image.php?collect=SSAp%20Pergamene&imgname=ASVr_SSAp_95r.tif,1198 02 08,Ventura qui Corvus vocor sacri palacii notarius a domino imperatore Federico confirmatus,1198 02 08,,&#9989;,SSAp Pergamene
3226,3226,SSAp Pergamene 96,Santi Apostoli,Pergamene,96,Originale,[...] VII,/~andrea/iipzoom/image.php?collect=SSAp%20Pergamene&imgname=ASVr_SSAp_96r.tif,1199 10 10,Rainaldus domini regis Enrici notarius,1199 10 10,,&#9989;,SSAp Pergamene
3227,3227,SSAp Pergamene 97,Santi Apostoli,Pergamene,97,XIII secolo,CIII VII,/~andrea/iipzoom/image.php?collect=SSAp%20Pergamene&imgname=ASVr_SSAp_97r.tif,1199 10 10,Ventura qui Corvus vocor sacri palacii notarius a domino imperatore Federico confirmatus,1199 10 10,,&#9989;,SSAp Pergamene
3228,3228,SSAp Pergamene 98,Santi Apostoli,Pergamene,98,Originale,CIX II,/~andrea/iipzoom/image.php?collect=SSAp%20Pergamene&imgname=ASVr_SSAp_98r.tif,1199 11 00,Ventura qui Corvus vocor sacri palacii notarius a domino imperatore Federico confirmatus,1199 11 00,,&#9989;,SSAp Pergamene
3229,3229,SSAp Pergamene 99,Santi Apostoli,Pergamene,99,Originale,XVIII VI,/~andrea/iipzoom/image.php?collect=SSAp%20Pergamene&imgname=ASVr_SSAp_99_2r.tif,1200 01 23,Vitus domini imperatoris Frederici notarius,1200 01 23,,&#9989;,SSAp Pergamene
3230,3230,SSAp Pergamene 100,Santi Apostoli,Pergamene,100,Originale,XXXIII IX,/~andrea/iipzoom/image.php?collect=SSAp%20Pergamene&imgname=ASVr_SSAp_100r.tif,1200 05 16,Nigrellus sacri palacii et domini Federici imperatoris notarius,1200 05 16,,&#9989;,SSAp Pergamene
3231,3231,SSAp Pergamene 101,Santi Apostoli,Pergamene,101,Originale,XXXIV I,/~andrea/iipzoom/image.php?collect=SSAp%20Pergamene&imgname=ASVr_SSAp_101r.tif,1200 05 31,Petrus sacri palacii notarius,1200 05 31,,&#9989;,SSAp Pergamene
3232,3232,SSAp Pergamene 102,Santi Apostoli,Pergamene,102,Originale,LXI X,/~andrea/iipzoom/image.php?collect=SSAp%20Pergamene&imgname=ASVr_SSAp_102_2r.tif,1200 08 06,Riprandus sacri palacii notarius,1200 08 06,,&#9989;,SSAp Pergamene
3233,3233,SSAp Pergamene 103,Santi Apostoli,Pergamene,103,Originale,LXXXVIII III,/~andrea/iipzoom/image.php?collect=SSAp%20Pergamene&imgname=ASVr_SSAp_103r.tif,1200 11 19,Ventura qui Corvus vocor sacri palacii notarius a domino imperatore Federico confirmatus,1200 11 19,,&#9989;,SSAp Pergamene
3234,3234,SSAp Pergamene 104,Santi Apostoli,Pergamene,104,Originale,XXXV V,/~andrea/iipzoom/image.php?collect=SSAp%20Pergamene&imgname=ASVr_SSAp_104r.tif,1200 11 19,Ventura qui Corvus vocor sacri palacii notarius a domino imperatore Federico confirmatus,1200 11 19,,&#9989;,SSAp Pergamene
3235,3235,SSAp Pergamene 105,Santi Apostoli,Pergamene,105,Originale,XIX V,/~andrea/iipzoom/image.php?collect=SSAp%20Pergamene&imgname=ASVr_SSAp_105r.tif,1200 11 19,Ventura qui Corvus vocor sacri palacii notarius a domino imperatore Federico confirmatus,1200 11 19,,&#9989;,SSAp Pergamene
3236,3236,SSAp Diplomi 1,Santi Apostoli,Diplomi,1,1326 da copia 1266,n.d.,/~andrea/iipzoom/image.php?collect=SSAp%20Diplomi&imgname=ASVr_SSAp_Diplomi_1r.tif,1194 03 20,Bonawisa domini Federici Romanorum imperatoris notarius,1194 03 20,,&#9989;,SSAp Diplomi
3237,3237,SGF Pergamene 1,Santi Giuseppe e Fidenzio,Pergamene,1,Originale,n.d.,/~andrea/iipzoom/image.php?collect=SGF%20Pergamene&imgname=ASVr_SGF_1r.tif,1153 02 04,Marchio notarius sacri palacii,1153 02 04,,&#9989;,SGF Pergamene
3238,3238,SGF Pergamene 2,Santi Giuseppe e Fidenzio,Pergamene,2,Originale,n.d.,/~andrea/iipzoom/image.php?collect=SGF%20Pergamene&imgname=ASVr_SGF_2r.tif,1162 02 11,Gabuardus sacri palacii notarius,1162 02 11,,&#9989;,SGF Pergamene
3239,3239,SGF Pergamene 3,Santi Giuseppe e Fidenzio,Pergamene,3,Originale,n.d.,/~andrea/iipzoom/image.php?collect=SGF%20Pergamene&imgname=ASVr_SGF_3r.tif,1179 03 08,Albertus domini imperatoris notarius,1179 03 08,,&#9989;,SGF Pergamene
3240,3240,SGF Pergamene 4,Santi Giuseppe e Fidenzio,Pergamene,4,Originale,n.d.,/~andrea/iipzoom/image.php?collect=SGF%20Pergamene&imgname=ASVr_SGF_4r.tif,1181 01 05,Ubertus notarius,1181 01 05,,&#9989;,SGF Pergamene
3241,3241,SGF Pergamene 5,Santi Giuseppe e Fidenzio,Pergamene,5,Originale,n.d.,/~andrea/iipzoom/image.php?collect=SGF%20Pergamene&imgname=ASVr_SGF_5r.tif,1181 05 06,Artusius domini imperatoris Federici notarius,1181 05 06,,&#9989;,SGF Pergamene
3242,3242,SGF Pergamene 6,Santi Giuseppe e Fidenzio,Pergamene,6,Originale,n.d.,/~andrea/iipzoom/image.php?collect=SGF%20Pergamene&imgname=ASVr_SGF_6r.tif,1182 08 08,Riprandus sacri palacii notarius,1182 08 08,,&#9989;,SGF Pergamene
3243,3243,SGF Pergamene 7,Santi Giuseppe e Fidenzio,Pergamene,7,1295,n.d.,/~andrea/iipzoom/image.php?collect=SGF%20Pergamene&imgname=ASVr_SGF_7r.tif,1184 04 17 ,Bernardus domini Frederici romanorum imperatoris notarius,1184 04 17 ,,&#9989;,SGF Pergamene
3243,3243,SGF Pergamene 7,Santi Giuseppe e Fidenzio,Pergamene,7,1295,n.d.,/~andrea/iipzoom/image.php?collect=SGF%20Pergamene&imgname=ASVr_SGF_7r.tif, 1184 04 18,, 1184 04 18,,&#9989;,SGF Pergamene
3244,3244,SGF Pergamene 8,Santi Giuseppe e Fidenzio,Pergamene,8,Originale,n.d.,/~andrea/iipzoom/image.php?collect=SGF%20Pergamene&imgname=ASVr_SGF_8r.tif,1187 01 04,Vivianus domini imperatoris Frederici notarius,1187 01 04,,&#9989;,SGF Pergamene
3245,3245,SGF Pergamene 9,Santi Giuseppe e Fidenzio,Pergamene,9,Originale,n.d.,/~andrea/iipzoom/image.php?collect=SGF%20Pergamene&imgname=ASVr_SGF_9r.tif,1189 10 17,Adam domini Frederici Romanorum imperatoris notarius,1189 10 17,,&#9989;,SGF Pergamene
3246,3246,SGF Pergamene 10,Santi Giuseppe e Fidenzio,Pergamene,10,Originale,n.d.,/~andrea/iipzoom/image.php?collect=SGF%20Pergamene&imgname=ASVr_SGF_10r.tif,1190 01 04,Trintinellus domini Frederici imperatoris notarius,1190 01 04,,&#9989;,SGF Pergamene
3247,3247,SGF Pergamene 11,Santi Giuseppe e Fidenzio,Pergamene,11,Originale,n.d.,/~andrea/iipzoom/image.php?collect=SGF%20Pergamene&imgname=ASVr_SGF_11r.tif,1193 12 14,Robertus sacri palacii notarius item postea a Federico imperatore investitus,1193 12 14,,&#9989;,SGF Pergamene
3248,3248,SGF Pergamene 12,Santi Giuseppe e Fidenzio,Pergamene,12,Originale,n.d.,/~andrea/iipzoom/image.php?collect=SGF%20Pergamene&imgname=ASVr_SGF_12r.tif,1194 02 09,Iohannes domini regis Enrici notarius,1194 02 09,,&#9989;,SGF Pergamene
3249,3249,SGF Pergamene 13,Santi Giuseppe e Fidenzio,Pergamene,13,Originale,n.d.,/~andrea/iipzoom/image.php?collect=SGF%20Pergamene&imgname=ASVr_SGF_13r.tif,1194 02 21,Iohannes domini regis Enrici notarius,1194 02 21,,&#9989;,SGF Pergamene
3250,3250,SGF Pergamene 14,Santi Giuseppe e Fidenzio,Pergamene,14,Originale,n.d.,/~andrea/iipzoom/image.php?collect=SGF%20Pergamene&imgname=ASVr_SGF_14r.tif,1195 00 00,Bonumtempus sacri palacii notarius,1195 00 00,,&#9989;,SGF Pergamene
3251,3251,SGF Pergamene 15,Santi Giuseppe e Fidenzio,Pergamene,15,Originale,n.d.,/~andrea/iipzoom/image.php?collect=SGF%20Pergamene&imgname=ASVr_SGF_15r.tif,1197 01 02 ,Iohannes domini regis Enrici notarius,1197 01 02 ,,&#9989;,SGF Pergamene
3251,3251,SGF Pergamene 15,Santi Giuseppe e Fidenzio,Pergamene,15,Originale,n.d.,/~andrea/iipzoom/image.php?collect=SGF%20Pergamene&imgname=ASVr_SGF_15r.tif, 1198 07 08,, 1198 07 08,,&#9989;,SGF Pergamene
3252,3252,SGF Pergamene 16,Santi Giuseppe e Fidenzio,Pergamene,16,Originale,n.d.,/~andrea/iipzoom/image.php?collect=SGF%20Pergamene&imgname=ASVr_SGF_16r.tif,1197 01 13,Zenarinus sacri palacii notarius,1197 01 13,,&#9989;,SGF Pergamene
3253,3253,SGF Pergamene 17,Santi Giuseppe e Fidenzio,Pergamene,17,Originale,n.d.,/~andrea/iipzoom/image.php?collect=SGF%20Pergamene&imgname=ASVr_SGF_17r.tif,1197 07 06,Zenarinus sacri palacii notarius,1197 07 06,,&#9989;,SGF Pergamene
3254,3254,SGF Pergamene 18,Santi Giuseppe e Fidenzio,Pergamene,18,Originale,n.d.,/~andrea/iipzoom/image.php?collect=SGF%20Pergamene&imgname=ASVr_SGF_18r.tif,1197 11 29,Robertus sacri palacii notarius item postea a Federico imperatore investitus,1197 11 29,,&#9989;,SGF Pergamene
3255,3255,SGF Pergamene 19,Santi Giuseppe e Fidenzio,Pergamene,19,Originale,n.d.,/~andrea/iipzoom/image.php?collect=SGF%20Pergamene&imgname=ASVr_SGF_19r.tif,1198 02 03,Miricetus sacri palacii notarius,1198 02 03,,&#9989;,SGF Pergamene
3256,3256,SGF Pergamene 20,Santi Giuseppe e Fidenzio,Pergamene,20,Originale,n.d.,/~andrea/iipzoom/image.php?collect=SGF%20Pergamene&imgname=ASVr_SGF_20r.tif,1199 12 29 ,Robertus sacri palacii notarius item postea a Federico imperatore investitus,1199 12 29 ,,&#9989;,SGF Pergamene
3256,3256,SGF Pergamene 20,Santi Giuseppe e Fidenzio,Pergamene,20,Originale,n.d.,/~andrea/iipzoom/image.php?collect=SGF%20Pergamene&imgname=ASVr_SGF_20r.tif, 1200 03 01,, 1200 03 01,,&#9989;,SGF Pergamene
3257,3257,SNC Pergamene 1,Santi Nazaro e Celso,Pergamene,1,Originale,LL 1 1,/~andrea/iipzoom/image.php?collect=SNC%20Pergamene&imgname=ASVr_SNC_1r.tif,1146 04 15,Ubertus notarius,1146 04 15,,&#9989;,SNC Pergamene
3258,3258,SNC Pergamene appendice 1,Santi Nazaro e Celso,Pergamene appendice,1,Originale,D 1 5,/~andrea/iipzoom/image.php?collect=SNC%20Pergamene%20appendice&imgname=ASVr_SNC_Appendice_1r.tif,1188 06 10,Bonawisa domini Federici romanorum imperatoris notarius,1188 06 10,,&#9989;,SNC Pergamene appendice
3259,3259,SNCVe Pergamene 1,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,1,Copia coeva,ZZZZ 4,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_1r.tif,1177 05 29,Documento papale,1177 05 29,,&#9989;,SNCVe Pergamene
3260,3260,SNCVe Pergamene 2,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,2,Copia coeva,ZZZZ 5,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_2r.tif,1185 06 12,Documento papale,1185 06 12,,&#9989;,SNCVe Pergamene
3261,3261,SNCVe Pergamene 3,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,3,Copia coeva,ZZZZ 6,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_3r.tif,1185 06 13,Documento papale,1185 06 13,,&#9989;,SNCVe Pergamene
3262,3262,SNCVe Pergamene 4,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,4,Copia coeva,ZZZZ 7,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_4r.tif,1185 06 13,Documento papale,1185 06 13,,&#9989;,SNCVe Pergamene
3263,3263,SNCVe Pergamene 39,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,39,Copia XII secolo Martinus notarius filius condam Nigri notarius,ZZZ 1,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_39r.tif,1031 06 08,Diploma imperiale,1031 06 08,,&#9989;,SNCVe Pergamene
3264,3264,SNCVe Pergamene 40,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,40,Copia coeva,ZZZ 2,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_40r.tif,1038 00 00,Diploma imperiale,1038 00 00,,&#9989;,SNCVe Pergamene
3265,3265,SNCVe Pergamene 41,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,41,Originale,ZZZ 3,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_41r.tif,1111 05 24,Diploma imperiale,1111 05 24,,&#9989;,SNCVe Pergamene
3266,3266,SNCVe Pergamene 42,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,42,Originale,ZZZ 4,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_42r.tif,1116 09 29,Diploma imperiale,1116 09 29,,&#9989;,SNCVe Pergamene
3267,3267,SNCVe Pergamene 43,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,43,Copia coeva,ZZZ 5,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_43r.tif,1116 09 29,Diploma imperiale,1116 09 29,,&#9989;,SNCVe Pergamene
3268,3268,SNCVe Pergamene 44,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,44,Copia 1304 06 01,ZZZ 7,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_44r.tif,1194 10 14,Robertus sacri palacii notarius item postea a Federico imperatore investitus,1194 10 14,,&#9989;,SNCVe Pergamene
3269,3269,SNCVe Pergamene 45,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,45,Originale,ZZZ 8,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_45r.tif,1195 11 08,Bernardus notarius sacri palacii,1195 11 08,,&#9989;,SNCVe Pergamene
3270,3270,SNCVe Pergamene 125,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,125,"Lafrancus notarius sacri palacii, copia coeva",D 1,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_125r.tif,1170 09 13,Adam qui Hometus vocor notarius sacri palacii,1170 09 13,,&#9989;,SNCVe Pergamene
3271,3271,SNCVe Pergamene 126,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,126,Originale,D 2,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_126r.tif,1180 05 04,Marchio notarius sacri palacii,1180 05 04,,&#9989;,SNCVe Pergamene
3272,3272,SNCVe Pergamene 127,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,127,Originale,D 3,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_127r.tif,1184 11 15,Bonawisa domini Federici Romanorum imperatoris notarius,1184 11 15,,&#9989;,SNCVe Pergamene
3273,3273,SNCVe Pergamene 128,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,128,Originale,D 6,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_128r.tif,1195 08 03,Omnebonum domini imperatoris Frederici notarius,1195 08 03,,&#9989;,SNCVe Pergamene
3274,3274,SNCVe Pergamene 182,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,182,Originale,CC 1 1,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_182r.tif,1147 12 07,Marchio notarius sacri palacii,1147 12 07,,&#9989;,SNCVe Pergamene
3275,3275,SNCVe Pergamene 183,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,183,Originale,CC 1 1,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_183r.tif,1160 12 13,Atto non convalidato,1160 12 13,,&#9989;,SNCVe Pergamene
3276,3276,SNCVe Pergamene 184,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,184,Originale,CC 1 1,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_184r.tif,1171 05 12,Mulinarius comitis Bonifacii notarius,1171 05 12,,&#9989;,SNCVe Pergamene
3277,3277,SNCVe Pergamene 185,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,185,Originale,CC 1 1,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_185r.tif,1200 04 21,Corvetus sacri palacii notarius,1200 04 21,,&#9989;,SNCVe Pergamene
3278,3278,SNCVe Pergamene 313,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,313,Originale,CCC 1 1,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_313r.tif,1062 02 12,Iohannes qui et Vualdo notarius sacri palacii,1062 02 12,,&#9989;,SNCVe Pergamene
3279,3279,SNCVe Pergamene 314,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,314,Originale,CCC 1 2,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_314r.tif,1099 12 02,Iohannes notarius domini imperatoris,1099 12 02,,&#9989;,SNCVe Pergamene
3280,3280,SNCVe Pergamene 315,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,315,Originale,CCC 1 3,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_315r.tif,1102 02 17,Amelricus notarius,1102 02 17,,&#9989;,SNCVe Pergamene
3281,3281,SNCVe Pergamene 316,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,316,Originale,CCC 1 4,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_316r.tif,1115 03 15,Amelricus notarius,1115 03 15,,&#9989;,SNCVe Pergamene
3282,3282,SNCVe Pergamene 317,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,317,Originale,CCC 1 5,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_317r.tif,1115 04 23,Amelgausus notarius,1115 04 23,,&#9989;,SNCVe Pergamene
3283,3283,SNCVe Pergamene 318,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,318,Originale,CCC 1 6,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_318r.tif,1133 03 21,Arnaldus notarius,1133 03 21,,&#9989;,SNCVe Pergamene
3284,3284,SNCVe Pergamene 319,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,319,Originale,CCC 1 7,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_319r.tif,1133 12 24,Trasmundus notarius,1133 12 24,,&#9989;,SNCVe Pergamene
3285,3285,SNCVe Pergamene 320,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,320,Originale,CCC 1 8,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_320r.tif,1136 03 14,Arnaldus notarius,1136 03 14,,&#9989;,SNCVe Pergamene
3286,3286,SNCVe Pergamene 321,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,321,Originale,CCC 1 9,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_321r.tif,1142 00 00,Musius notarius,1142 00 00,,&#9989;,SNCVe Pergamene
3287,3287,SNCVe Pergamene 322,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,322,Originale,CCC 1 10,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_322r.tif,1149 08 21,Marchio notarius sacri palacii,1149 08 21,,&#9989;,SNCVe Pergamene
3288,3288,SNCVe Pergamene 323,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,323,Marcabrinus de Colegnola sacri palacii notarius,CCC 1 11,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_323r.tif,1166 12 14,Lafrancus notarius sacri palacii,1166 12 14,,&#9989;,SNCVe Pergamene
3289,3289,SNCVe Pergamene 324,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,324,Originale,CCC 1 1,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_324r.tif,1169 09 21,Lafrancus notarius sacri palacii,1169 09 21,,&#9989;,SNCVe Pergamene
3290,3290,SNCVe Pergamene 325,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,325,Originale,CCC 1 12,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_325r.tif,1170 01 04,Albertus sacri palacii notarius,1170 01 04,,&#9989;,SNCVe Pergamene
3291,3291,SNCVe Pergamene 326,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,326,Originale,CCC 1 13,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_326r.tif,1170 01 04,Albertus sacri palacii notarius,1170 01 04,,&#9989;,SNCVe Pergamene
3292,3292,SNCVe Pergamene 327,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,327,Originale,CCC 1 14,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_327r.tif,1170 06 14,Lafrancus notarius sacri palacii,1170 06 14,,&#9989;,SNCVe Pergamene
3293,3293,SNCVe Pergamene 328,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,328,Originale,CCC 1 15,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_328r.tif,1179 02 18,Lafrancus notarius sacri palacii,1179 02 18,,&#9989;,SNCVe Pergamene
3294,3294,SNCVe Pergamene 329,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,329,Originale,CCC m.2 1,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_329r.tif,1193 04 08,Metellus domini Federici imperatoris notarius,1193 04 08,,&#9989;,SNCVe Pergamene
3295,3295,SNCVe Pergamene 330,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,330,Originale,CCC 2 2,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_330r.tif,1194 01 07,Nicolaus domini regis Enrici notarius,1194 01 07,,&#9989;,SNCVe Pergamene
3296,3296,SNCVe Pergamene 331,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,331,Originale,CCC 2 n.31,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_331r.tif,1196 07 21,Bovetus sacri palacii notarius,1196 07 21,,&#9989;,SNCVe Pergamene
3297,3297,SNCVe Pergamene 361,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,361,Originale,CCCC 1 1,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_361r.tif,1169 03 30,Lafrancus notarius sacri palacii,1169 03 30,,&#9989;,SNCVe Pergamene
3298,3298,SNCVe Pergamene 362,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,362,Originale,CCCC 1 2,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_362r.tif,1169 05 31,Vuithotus domini Friderici imperatoris notarius,1169 05 31,,&#9989;,SNCVe Pergamene
3299,3299,SNCVe Pergamene 363,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,363,Originale,CCCC 1 3,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_363r.tif,1174 03 25,Ugocionus notarius,1174 03 25,,&#9989;,SNCVe Pergamene
3300,3300,SNCVe Pergamene 364,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,364,Originale,CCCC 1 4,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_364r.tif,1178 04 15,Lafrancus notarius sacri palacii,1178 04 15,,&#9989;,SNCVe Pergamene
3301,3301,SNCVe Pergamene 365,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,365,Originale,CCCC 1 5,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_365r.tif,1183 11 26-1184 05 04,Pax sacri palatii notarius,1183 11 26,1184 05 04,&#9989;,SNCVe Pergamene
3302,3302,SNCVe Pergamene 366,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,366,Originale,CCCC 1 6,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_366r.tif,1183 11 26,Pax sacri palatii notarius,1183 11 26,,&#9989;,SNCVe Pergamene
3302,3302,SNCVe Pergamene 366,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,366,Originale,CCCC 1 6,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_366r.tif,1184 05 04,,1184 05 04,,&#9989;,SNCVe Pergamene
3303,3303,SNCVe Pergamene 367,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,367,Originale,CCCC 1 7,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_367r.tif,1189 10 02,Bovetus sacri palacii notarius,1189 10 02,,&#9989;,SNCVe Pergamene
3304,3304,SNCVe Pergamene 368,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,368,Originale,CCCC 1 8,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_368r.tif,1196 03 21,Ardicio domini Enrici regis notarius,1196 03 21,,&#9989;,SNCVe Pergamene
3305,3305,SNCVe Pergamene 369,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,369,Bon[…] Ylasiensis da imbreviatura di Ardicio.,CCCC 1 9,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_369r.tif,1196 08 25,Ardicio notarius,1196 08 25,,&#9989;,SNCVe Pergamene
3306,3306,SNCVe Pergamene 370,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,370,Originale,CCCC 1 10,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_370r.tif,1199 04 10,Lafrancus notarius sacri palacii,1199 04 10,,&#9989;,SNCVe Pergamene
3307,3307,SNCVe Pergamene 432,Santi Nazaro e Celso (trasferiti da Venezia),Pergamene,432,Copia 1477,CCCCC 1 1,/~andrea/iipzoom/image.php?collect=SSNCVe%20Pergamene&imgname=ASVr_SSNCVe_432r.tif,1035 02 15,Arderardus notarius atque iudex sacri palacii,1035 02 15,,&#9989;,SNCVe Pergamene
